KJ094032	KJ094032.1	55113	Enterococcus phage VD13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Enterococcus faecalis	Enterococcus
KJ174157	KJ174157.1	67744	Mycobacterium phage Soto	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ194579	KJ194579.1	68735	Mycobacterium phage Swish	Viruses; unclassified phages.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ194580	KJ194580.1	69030	Mycobacterium phage Badfish	Viruses; unclassified phages.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ194581	KJ194581.1	68662	Mycobacterium phage Audrey	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ194583	KJ194583.1	68607	Mycobacterium phage Numberten	Viruses; unclassified phages.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ194584	KJ194584.1	68628	Mycobacterium phage Heathcliff	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ417497	KJ417497.1	41323	Streptococcus phage Spn1	Viruses; unclassified phages.	unknown	Streptococcus pneumoniae P1121	Streptococcus
KJ433975	KJ433975.1	71565	Mycobacterium phage 40BC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis	Mycobacterium
KJ473422	KJ473422.1	99730	Acinetobacter phage vB_AbaM_Acibel004	Viruses; unclassified phages.	unknown	Acinetobacter baumannii	Acinetobacter
KJ473423	KJ473423.1	42654	Acinetobacter phage vB_AbaP_Acibel007	Viruses; unclassified phages.	unknown	Acinetobacter baumannii	Acinetobacter
KJ489402	KJ489402.1	162816	Bacillus phage Riley	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Bacillus	Bacillus
KJ502657	KJ502657.1	44541	Vibrio phage Vc1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	unknown	Vibrio sp.	Vibrio
KJ538722	KJ538722.1	53746	Mycobacterium phage HH92	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ538723	KJ538723.1	68043	Mycobacterium phage KingVeveve	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ545483	KJ545483.1	41541	Vibrio phage phi 2	Viruses; unclassified phages.	unknown	Vibrio	Vibrio
KJ564036	KJ564036.1	32799	Lactobacillus phage Ld25A	Viruses; unclassified phages.	unknown	Lactobacillus delbrueckii	Lactobacillus
KJ564037	KJ564037.1	32975	Lactobacillus phage Ld17	Viruses; unclassified phages.	unknown	Lactobacillus delbrueckii	Lactobacillus
KJ564038	KJ564038.1	29616	Lactobacillus phage Ld3	Viruses; unclassified phages.	unknown	Lactobacillus delbrueckii	Lactobacillus
KJ567041	KJ567041.1	55307	Mycobacterium phage Zapner	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ567043	KJ567043.1	90460	Mycobacterium phage Gaia	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ567044	KJ567044.1	68428	Mycobacterium phage EmpTee	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ567045	KJ567045.1	60310	Mycobacterium phage Emerson	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ586794	KJ586794.1	138036	Listeria phage LMTA-34	Viruses; unclassified phages.	unknown	Listeria monocytogenes	Listeria
KJ586795	KJ586795.1	136468	Listeria phage LMTA-94	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Listeria monocytogenes	Listeria
KJ591604	KJ591604.1	132541	Listeria phage LMTA-148	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Listeria monocytogenes	Listeria
KJ591605	KJ591605.1	136589	Listeria phage LMTA-57	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Listeria monocytogenes	Listeria
KJ595575	KJ595575.1	155476	Mycobacterium phage Willis	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ596420	KJ596420.1	42600	Staphylococcus phage phiSa119	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Staphylococcus aureus Sau119	Staphylococcus
KJ619459	KJ619459.1	6446	Vibrio phage CTX	Viruses; ssDNA viruses; Inoviridae; Inovirus.	unknown	Vibrio cholerae IB4755	Vibrio
KJ716335	KJ716335.1	155346	Dickeya phage RC-2014	Viruses; unclassified phages.	unknown	Dickeya sp.	Dickeya
KJ743987	KJ743987.1	50827	Sinorhizobium phage phiLM21	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Sinorhizobium sp. LM21	Sinorhizobium
KJ746502	KJ746502.1	54506	Rhizobium phage vB_RleM_PPF1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Rhizobium leguminosarum strain F1	Rhizobium
KJ802832	KJ802832.1	52869	Salmonella phage 9NA	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Salmonella enterica serovar Typhiurium strain LT2	Salmonella
KJ817802	KJ817802.1	44844	Acinetobacter phage YMC-13-01-C62	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Acinetobacter baumannii YMC/13/01/C62	Acinetobacter
KJ829260	KJ829260.1	70214	Mycobacterium phage YungJamal	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ858521	KJ858521.1	53744	Aeromonas phage pAh6-C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	unknown	Aeromonas hydrophila JUNAH	Aeromonas
KJ909655	KJ909655.1	61137	Escherichia Stx1-converting recombinant phage HUN/2013	Viruses; unclassified phages.	unknown	Escherichia coli O157:H7 Sakai	Escherichia
KJ920400	KJ920400.1	45648	Bacillus phage Waukesha92	Viruses; unclassified phages.	unknown	Bacillus thuringiensis subsp. Kurstaki	Bacillus
KJ936628	KJ936628.1	50431	Vibrio phage VPp1	Viruses; unclassified phages.	unknown	Vibrio parahaemolyticus VP 17802	Vibrio
KJ944841	KJ944841.1	57253	Mycobacterium phage Cheetobro	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KJ997912	KJ997912.1	5386	Enterobacteria phage MED1	Viruses; ssDNA viruses; Microviridae; unclassified Microviridae.	unknown	Escherichia coli SMQXXXX	Escherichia
KM051843	KM051843.1	160281	Bacillus phage Bobb	Viruses; unclassified phages.	unknown	Bacillus thuringiensis subspecies Kurstaki	Bacillus
KM066034	KM066034.1	57052	Mycobacterium phage Inventum	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KM083128	KM083128.1	63334	Mycobacterium phage Sparky	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KM197169	KM197169.1	52647	Mycobacterium phage Piro94	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KM215148	KM215148.1	53636	Mycobacterium phage Cerasum	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	unknown	Mycobacterium smegmatis mc2 155	Mycobacterium
KM224878	KM224878.1	50250	Vibrio phage ICP2_2011_A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	unknown	Vibrio cholerae	Vibrio
KM224879	KM224879.1	50440	Vibrio phage ICP2_2013_A_Haiti	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	unknown	Vibrio cholerae	Vibrio
L06183	L06183.1	2435	Leuconostoc phage L5	Viruses; unclassified phages.	unknown	Leuconostoc oenos	Leuconostoc
LK392619	LK392619.1	19741	Streptococcus phage CP-7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unassigned Picovirinae.	unknown	Streptococcus pneumoniae	Streptococcus
M11813	M11813.1	19366	Bacillus phage PZA	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Phi29likevirus.	unknown	Bacillus subtilis	Bacillus
M19377	M19377.1	5833	Pseudomonas phage Pf3	Viruses; ssDNA viruses; Inoviridae; Inovirus.	M11912	Pseudomonas aeruginosa	Pseudomonas
NC_000866	NC_000866.4	168903	Enterobacteria phage T4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	AF158101	Escherichia coli	Escherichia
NC_000867	NC_000867.1	10079	Pseudoalteromonas phage PM2	Viruses; dsDNA viruses, no RNA stage; Corticoviridae; Corticovirus.	AF155037	Pseudoalteromonas	Pseudoalteromonas
NC_000871	NC_000871.1	37370	Streptococcus phage Sfi19	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF115102	Streptococcus thermophilus	Streptococcus
NC_000872	NC_000872.1	40739	Streptococcus phage Sfi21	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF115103	Streptococcus thermophilus	Streptococcus
NC_000902	NC_000902.1	60942	Enterobacteria phage VT2-Sakai	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AP000363	Escherichia coli O157:H7	Escherichia
NC_000924	NC_000924.1	61670	Enterobacteria phage 933W	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AF125520	Escherichia coli O157:H7 EDL933	Escherichia
NC_000929	NC_000929.1	36717	Enterobacteria phage Mu	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Mulikevirus.	AF083977	Escherichia coli	Escherichia
NC_001270	NC_001270.2	6825	Spiroplasma phage SVTS2	Viruses; ssDNA viruses; Inoviridae; Plectrovirus; unclassifiedPlectrovirus.	AF133242	Spiroplasma	Spiroplasma
NC_001271	NC_001271.1	39600	Yersinia phage phiYeO3-12	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	AJ251805	Yersinia enterocolitica (type O:3)	Yersinia
NC_001330	NC_001330.1	6087	Enterobacteria phage alpha3	Viruses; ssDNA viruses; Microviridae; Microvirus.	X60322	Escherichia coli	Escherichia
NC_001331	NC_001331.1	7349	Pseudomonas phage Pf1	Viruses; ssDNA viruses; Inoviridae; Inovirus.	X52107	Pseudomonas aeruginosa	Pseudomonas
NC_001332	NC_001332.1	6744	Enterobacteria phage I2-2	Viruses; ssDNA viruses; Inoviridae; Inovirus.	X14336	Escherichia coli	Escherichia
NC_001335	NC_001335.1	52297	Mycobacterium phage L5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;L5likevirus.	Z18946	Mycobacterium smegmatis	Mycobacterium
NC_001341	NC_001341.1	4491	Acholeplasma phage MV-L1	Viruses; ssDNA viruses; Inoviridae; Plectrovirus; unclassifiedPlectrovirus.	X58839	Acholeplasma laidlawii	Acholeplasma
NC_001365	NC_001365.1	8273	Spiroplasma phage 1-R8A2B	Viruses; ssDNA viruses; Inoviridae; Plectrovirus.	X51344	Spiroplasma citri	Spiroplasma
NC_001396	NC_001396.1	7308	Xanthomonas phage Cf1c	Viruses; ssDNA viruses; Inoviridae; Inovirus.	M57538	Xanthomonas campestris	Xanthomonas
NC_001416	NC_001416.1	48502	Enterobacteria phage lambda	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus.	J02459	Escherichia coli	Escherichia
NC_001417	NC_001417.2	3569	Enterobacteria phage MS2	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	V00642	Escherichia coli	Escherichia
NC_001418	NC_001418.1	5833	Pseudomonas phage Pf3	Viruses; ssDNA viruses; Inoviridae; Inovirus.	M11912	Pseudomonas aeruginosa	Pseudomonas
NC_001420	NC_001420.2	5577	Enterobacteria phage G4 sensu lato	Viruses; ssDNA viruses; Microviridae; Microvirus.	V00657	Escherichia coli	Escherichia
NC_001421	NC_001421.2	14927	Enterobacteria phage PRD1	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus.	AY848689	Escherichia coli	Escherichia
NC_001422	NC_001422.1	5386	Enterobacteria phage phiX174 sensu lato	Viruses; ssDNA viruses; Microviridae; Microvirus.	J02482	Escherichia coli	Escherichia
NC_001426	NC_001426.1	3466	Enterobacteria phage BZ13	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	X03869	Escherichia coli	Escherichia
NC_001447	NC_001447.1	11965	Acholeplasma phage L2	Viruses; dsDNA viruses, no RNA stage; Plasmaviridae; Plasmavirus.	L13696	Acholeplasma laidlawii	Acholeplasma
NC_001604	NC_001604.1	39937	Enterobacteria phage T7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	V01146	Escherichia coli	Escherichia
NC_001609	NC_001609.1	11624	Enterobacteria phage P4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	X51522	Escherichia coli	Escherichia
NC_001628	NC_001628.1	3588	Pseudomonas phage PP7	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	X80191	Pseudomonas aeruginosa	Pseudomonas
NC_001629	NC_001629.1	22195	Lactococcus phage bIL67	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;C2likevirus.	L33769	Lactococcus	Lactococcus
NC_001697	NC_001697.1	32355	Haemophilus phage HP1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; Hpunalikevirus.	U24159	Haemophilus influenzae	Haemophilus
NC_001706	NC_001706.1	22172	Lactococcus phage c2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;C2likevirus.	L48605	Lactococcus lactis	Lactococcus
NC_001741	NC_001741.1	4877	Chlamydia phage 1	Viruses; ssDNA viruses; Microviridae; Gokushovirinae;Chlamydiamicrovirus.	D00624	Chlamydia psittaci	Chlamydia
NC_001825	NC_001825.1	19343	Streptococcus phage Cp-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unassigned Picovirinae.	Z47794	Streptococcus pneumoniae	Streptococcus
NC_001835	NC_001835.1	28451	Lactococcus phage sk1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF011378	Lactococcus lactis	Lactococcus
NC_001884	NC_001884.1	134416	Bacillus phage SPbeta	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Spbetalikevirus.	AF020713	Bacillus subtilis	Bacillus
NC_001890	NC_001890.1	4215	Enterobacteria phage Qbeta	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Allolevivirus.	AF059242	Escherichia coli	Escherichia
NC_001895	NC_001895.1	33593	Enterobacteria phage P2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	AF063097	Escherichia coli	Escherichia
NC_001900	NC_001900.1	49136	Mycobacterium phage D29	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;L5likevirus.	AF022214	Mycobacterium tuberculosis	Mycobacterium
NC_001901	NC_001901.1	46375	Enterobacteria phage N15	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;N15likevirus.	AF064539	Escherichia coli	Escherichia
NC_001909	NC_001909.1	31754	Lactococcus phage bIL170	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF009630	Lactococcus lactis	Lactococcus
NC_001942	NC_001942.1	15644	Mycoplasma phage MAV1	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	AF074945	Mycoplasma arthritidis	Mycoplasma
NC_001954	NC_001954.1	8454	Enterobacteria phage If1	Viruses; ssDNA viruses; Inoviridae; Inovirus.	U02303	Escherichia coli	Escherichia
NC_001956	NC_001956.1	8651	Vibrio phage fs2	Viruses; ssDNA viruses; Inoviridae; Inovirus.	AB002632	Vibrio cholerae O139	Vibrio
NC_001978	NC_001978.2	41491	Streptomyces phage phiC31	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Phic3unalikevirus.	AJ006589	Streptomyces	Streptomyces
NC_001998	NC_001998.1	4529	Guinea pig Chlamydia phage	Viruses; ssDNA viruses; Microviridae; Gokushovirinae;Chlamydiamicrovirus.	U41758	Chlamydia psittaci	Chlamydia
NC_002014	NC_002014.1	6883	Enterobacteria phage Ike	Viruses; ssDNA viruses; Inoviridae; Inovirus.	X02139	Escherichia coli	Escherichia
NC_002072	NC_002072.2	34815	Streptococcus phage DT1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF085222	Streptococcus thermophilus	Streptococcus
NC_002166	NC_002166.1	40751	Enterobacteria phage HK022	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus.	AF069308	Escherichia coli	Escherichia
NC_002167	NC_002167.1	39732	Enterobacteria phage HK97	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;Lambdalikevirus.	AF069529	Escherichia coli	Escherichia
NC_002180	NC_002180.1	4532	Chlamydia pneumoniae phage CPAR39	Viruses; ssDNA viruses; Microviridae; Gokushovirinae;Chlamydiamicrovirus.	AE002163	Chlamydophila pneumoniae AR39	Chlamydophila
NC_002185	NC_002185.1	35466	Streptococcus phage 7201	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF145054	Streptococcus thermophilus	Streptococcus
NC_002194	NC_002194.1	4563	Chlamydia phage 2	Viruses; ssDNA viruses; Microviridae; Gokushovirinae;Chlamydiamicrovirus.	AJ270057	Chlamydia psittaci	Chlamydia
NC_002214	NC_002214.1	39807	Streptococcus phage Sfi11	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF158600	Streptococcus thermophilus	Streptococcus
NC_002362	NC_002362.1	8784	Vibrio phage VfO3K6	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	AB043678	Vibrio parahaemolyticus	Vibrio
NC_002363	NC_002363.1	6891	Vibrio phage VfO4K68	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	AB043679	Vibrio parahaemolyticus	Vibrio
NC_002371	NC_002371.2	41724	Enterobacteria phage P22	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;P22likevirus.	BK000583	Salmonella enterica serovar typhimurium	Salmonella
NC_002484	NC_002484.1	56425	Pseudomonas phage D3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF165214	Pseudomonas aeruginosa	Pseudomonas
NC_002515	NC_002515.1	11660	Mycoplasma phage P1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; unassigned Picovirinae.	AF246223	Mycoplasma pulmonis	Mycoplasma
NC_002519	NC_002519.1	39898	Roseobacter phage SIO1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AF189021	Roseobacter	Roseobacter
NC_002643	NC_002643.1	4594	Bdellovibrio phage phiMH2K	Viruses; ssDNA viruses; Microviridae; Gokushovirinae;Bdellomicrovirus.	AF306496	Bdellovibrio bacteriovorus	Bdellovibrio
NC_002649	NC_002649.1	21129	Bacillus phage GA-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Phi29likevirus.	X96987	Bacillus sp.	Bacillus
NC_002656	NC_002656.1	50550	Mycobacterium phage Bxb1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae;L5likevirus; unclassified L5likevirus.	AF271693	Mycobacterium smegmatis	Mycobacterium
NC_002661	NC_002661.2	42942	Staphylococcus phage phiSLT	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AB045978	Staphylococcus aureus	Staphylococcus
NC_002700	NC_002700.2	4268	Acinetobacter phage AP205	Viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae;Levivirus.	AF334111	Acinetobacter genomosp. 16	Acinetobacter
NC_002703	NC_002703.1	38347	Lactococcus phage Tuc2009	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF109874	Lactococcus lactis	Lactococcus
NC_002730	NC_002730.1	38297	Salmonella phage HK620	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;P22likevirus.	AF335538	Escherichia coli	Escherichia
NC_002747	NC_002747.1	37667	Lactococcus phage TP901-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF304433	Lactococcus lactis	Lactococcus
NC_002796	NC_002796.1	40003	Lactococcus phage BK5-T	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AF176025	Lactococcus lactis	Lactococcus
NC_003085	NC_003085.1	49534	Myxococcus phage Mx8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AF396866	Myxococcus xanthus strain DK883	Myxococcus
NC_003157	NC_003157.4	41796	Temperate phage phiNIH1.1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AY050245	Streptococcus pyogenes	Streptococcus
